"responseid","manip","num_reason","reason"
"R_2V7S57WSlxJuBSQ",4,1,"They should have made fairer rules"
"R_2V7S57WSlxJuBSQ",4,2,"Not enough information"
"R_1Kj0Qlxf1Ikyv7C",5,1,"The government, through draconian policies regarding what they thought was safe, made onious requirements in order to keep a store open, which essentially made it impossible for small stores to open, whereas large chains could afford the mitigations, negatively affecting small business owners."
"R_1Kj0Qlxf1Ikyv7C",5,2,"Extreme lockdown policies meaning poorer households were much more likely to be unable to work"
"R_1lc6bZ1IbD5IzuY",3,1,"The government could have done more to protect lower income people in the pandemic"
"R_1lc6bZ1IbD5IzuY",3,2,"However the pandemic was unprecedented and the government did not have much time to prepare"
"R_3oI9K3hsX6XaFO7",3,1,"I'm not educated enough on the matter to accuse the government"
"R_3oI9K3hsX6XaFO7",3,2,"I have seen too much confliction in reports"
"R_3DoTEuQimDOya3F",5,1,"Austerity measures were a political choice and have hugely harmed society, creating a poorer and unhealthier population who were more vulnerable to illness."
"R_3DoTEuQimDOya3F",5,2,"Members of the government used the crisis to give financially lucrative contracts to their cronies for substandard products. This policy drained the public purse."
"R_1plOHjllA8wuoNn",3,1,"Need more proof on Government allegations!"
"R_1plOHjllA8wuoNn",3,2,"The article may possibly be disinformation"
"R_3IaaynKXfPUNccT",4,1,"Did not provide enough PPE for essential workers"
"R_3IaaynKXfPUNccT",4,2,"Did not substitute wages from those who could not work from home"
"R_2flpvQdMOjlx9V7",2,1,"It was out of the government's control."
"R_2flpvQdMOjlx9V7",2,2,"The government did what they could, in order to support us."
"R_UYF8omsZ9RH5UoF",4,1,"The government forced major companies to close down making the poor more debt ridden"
"R_UYF8omsZ9RH5UoF",4,2,"Big companies were still able to operate making them more earnings"
"R_22VpzLCTMQaMCZs",2,1,"I don't believe poorer people had more covid infections"
"R_22VpzLCTMQaMCZs",2,2,"Service industry badly affected, can't blame the government for that"
"R_339faGmq2456ype",5,1,"they didn't give the poor enough compensation"
"R_339faGmq2456ype",5,2,"the unemployed should have had their benefits raised"
"R_DwnqH939k0iDI9X",3,1,"The lockdown route the government took"
"R_DwnqH939k0iDI9X",3,2,"However, they did pay 80% of wages for people who couldn’t work - primarily the lower class"
"R_1GZGh4DKdKsoAt0",4,1,"They should have predicted this and put systems in place to help everyone equally"
"R_1GZGh4DKdKsoAt0",4,2,"The government handled the pandemic poorly at virtually every hurdle"
"R_2zNEykeYxezUYV5",4,1,"Universal credit uplift should still be in place"
"R_2zNEykeYxezUYV5",4,2,"Self employed people with a low income needed more help"
"R_2Vl5GZUu1GC3A2B",4,1,"Insufficient support for household affected by unemployment or redundancy."
"R_2Vl5GZUu1GC3A2B",4,2,"Blatant disregard for their own policies."
"R_3HXpBf3RYaJIJLD",2,1,"Government provided furlough to support workers"
"R_3HXpBf3RYaJIJLD",2,2,"Government supported lower income groups during the pandemic"
"R_1RDNAmzuR4BEodH",5,1,"Lack of Control"
"R_1RDNAmzuR4BEodH",5,2,"Misinformation"
"R_1GUlZy397Iv8KUk",3,1,"The UK government is not reasonable for COVID"
"R_1GUlZy397Iv8KUk",3,2,"There was no way of knowing how best to deal with COVID"
"R_300DYaroeDiOxtX",3,1,"because of stay at home policy"
"R_300DYaroeDiOxtX",3,2,"economy was greatly affected all over the world"
"R_1C9Fpr3fuUSsCD0",3,1,"-99"
"R_1C9Fpr3fuUSsCD0",3,2,"-99"
"R_3ffqYTEAJbF3VyX",4,1,"They could have focused on poorer areas more."
"R_3ffqYTEAJbF3VyX",4,2,"They could have opened more testing centres near high infection areas."
"R_3O238A9sT0IhY3y",3,1,"The government didnt know how to deal with the pandemic- no one did."
"R_3O238A9sT0IhY3y",3,2,"The could have better provided for the poor."
"R_ZKSubvnYnp9wkx3",5,1,"ill considered panic measures severely affected poorest most"
"R_ZKSubvnYnp9wkx3",5,2,"the raising of taxes and ni to pay for their idiocy again is weighted to having a larger proportional effect on those on lower incomes"
"R_bNlGtv1xqQd0hJ7",2,1,"Dealing with an unprecedented urgent event affected decisions"
"R_bNlGtv1xqQd0hJ7",2,2,"Some support targeted to less advantaged"
"R_1j7LtyV1i0z4k6p",4,1,"Workers should have been paid when off work if they were infected and had to stay at home"
"R_1j7LtyV1i0z4k6p",4,2,"the government should have stepped in more to boost jobs for people that were being made redundant due to the pandemic."
"R_1KfC7H1pLR6f1lG",4,1,"They mismanaged the economy during the pandemic"
"R_1KfC7H1pLR6f1lG",4,2,"No other reason"
"R_2CkYuiohcXfQYDY",4,1,"Government was not properly prepared for a pandemic, despite warnings from scientists."
"R_2CkYuiohcXfQYDY",4,2,"Lack of money in NHS meant health care and hospital resilience was not as good as could be."
"R_31c66Fl1Shfe0hJ",1,1,"The government did a great job over covid"
"R_31c66Fl1Shfe0hJ",1,2,"we all suffered, noit just the lower income people"
"R_4ZUNFUpHbLbqIr7",5,1,"They had the capability to ensure all houses had food"
"R_4ZUNFUpHbLbqIr7",5,2,"They stopped non essentials workers from working hence no income"
"R_4ZytSc7GjZhxWPn",2,1,"lower income have option to work more"
"R_4ZytSc7GjZhxWPn",2,2,"government is not responsible for those that don't bother to work"
"R_1q8upRQDOvAdSEa",3,1,"wasn't focused on the at home expense."
"R_1q8upRQDOvAdSEa",3,2,"didn't support small businesses properly"
"R_2UfJiy1newXSt9p",2,1,"Market forces made the profit"
"R_2UfJiy1newXSt9p",2,2,"The Gov did lots to help business's"
"R_12hXCqaoWJ3t83k",4,1,"Inflation has risen dramatically"
"R_12hXCqaoWJ3t83k",4,2,"Failing to control the cost of fuel"
"R_2R4zYWnsfmnYftz",4,1,"They encouraged redundancy"
"R_2R4zYWnsfmnYftz",4,2,"Wealthier got passes on rule breaking due to paying off for their mistakes"
"R_3po7XvwhMBzLexv",4,1,"There should be smart locksown instead of complete lockdown"
"R_3po7XvwhMBzLexv",4,2,"Government should provide some benefits for low income people"
"R_21oDocpBgOQwELV",2,1,"It was a unique event."
"R_21oDocpBgOQwELV",2,2,"The closure of businesses was outside the governments control."
"R_1eOXUBUTadeI0Ia",4,1,"Lockdown caused many small businesses to close"
"R_1eOXUBUTadeI0Ia",4,2,"As aresult, many people lost their jobs even though the gorernment paid towards their salaries"
"R_pgxUDk0lwY3wJj3",4,1,"They followed different rules than they set out for the UK"
"R_pgxUDk0lwY3wJj3",4,2,"Many places went out of business after being forced to shut"
"R_3dTv5ZnsKsqQsp3",3,1,"Agree: businesses were helped out"
"R_3dTv5ZnsKsqQsp3",3,2,"Disagree: government tried to support people too"
"R_1l4OnK00mio4cDm",4,1,"The government gave contracts to ""mates"""
"R_1l4OnK00mio4cDm",4,2,"The government failed to tax excess profits"
"R_3PY8r7OvChSsBTY",3,1,"i think the goverment did a great job on the whole during the pandemic, it was anheard of situation that was a unexpected and there were no rules on how to handle the situation."
"R_3PY8r7OvChSsBTY",3,2,"the government did what they had to do i dont think any other party would have done any better if in that situation, its easy to condem or critisise after the fact. to"
"R_3sAH51CMM9LJLoG",3,1,"Governments stance was to keep businesses from collapsing at the expense of the treasury"
"R_3sAH51CMM9LJLoG",3,2,"Nothing had been drastically changed about any taxations, any culminations for far are a natural progress of the economy and not a purposeful act by the Gov. This may have been ignorant, however not on purpose."
"R_3dZeCUEIQxCy4dI",4,1,"Lock downs generated problems and wrecked the economy"
"R_3dZeCUEIQxCy4dI",4,2,"I think government could have done more to keep the schools running where health risks much lover in children and this put extra burden on parents with low income and unable to work whilst looking after children at home."
"R_31yepSnkQoYpcha",2,1,"I don't believe the government can be responsible for peoples personal finances"
"R_31yepSnkQoYpcha",2,2,"I think people like to blame the tory government for their own fortune"
"R_3D6YHOOAPbMasOf",3,1,"covid is an unprecedented incident"
"R_3D6YHOOAPbMasOf",3,2,"Government don’t have enough time to respond"
"R_3lQWEsy3QgA2qPE",4,1,"Government policies favoured the rich, in particular the award of high-value PPE contracts to Conservative Party cronies."
"R_3lQWEsy3QgA2qPE",4,2,"An inequality gap between rich and poor."
"R_3NZZIn7dqhOJQEv",1,1,"Pre Covid welfare provisions are targeted at the poor."
"R_3NZZIn7dqhOJQEv",1,2,"During Covid support was provided to the population at large in roughly equal measure."
"R_3NvJVsT8AHP5cgR",5,1,"They lie"
"R_3NvJVsT8AHP5cgR",5,2,"They cheat"
"R_d4EbYRbUyjgCmWJ",3,1,"covid on top of brexit caused the problem"
"R_d4EbYRbUyjgCmWJ",3,2,"without brexit covid would have been coped with better"
"R_pKmNWm0UD99rXpL",2,1,"How to respond to a pandemic was unknown at the time."
"R_pKmNWm0UD99rXpL",2,2,"The government did its best with furlough payments"
"R_3qO2LxowUIjxZWZ",4,1,"The rules that were in place stopped people from working"
"R_3qO2LxowUIjxZWZ",4,2,"I don't think lockdown was necessary"
"R_3RdAQUWIyyGUndO",1,1,"Social pyramid"
"R_3RdAQUWIyyGUndO",1,2,"trickle down economics"
"R_sqmpwJzE3D0a2AN",4,1,"Took action late"
"R_sqmpwJzE3D0a2AN",4,2,"No fair prices were monitored"
"R_DtOcTwmDDGCh1HX",1,1,"Government was not responsible for the pandemic"
"R_DtOcTwmDDGCh1HX",1,2,"The pandemic affected everyone."
"R_2V8SW5XH7Uk7Sja",3,1,"the government did their best to deal with the effects of the pandemic"
"R_2V8SW5XH7Uk7Sja",3,2,"don't really think the govenment is entirely responsible the pandemic is not something easily controlled or easily dealt with,sometimes the government cannot ease the effects on people,although much progress was made"
"R_2AGzxoQ0ImijiI3",1,1,"everyone had job or business losses"
"R_2AGzxoQ0ImijiI3",1,2,"everyone had Covid infections regardless of position"
"R_33DBypWs0JMWVD7",3,1,"Covid 19 wasn't the governments fault"
"R_33DBypWs0JMWVD7",3,2,"Business and financial markets have to take more responibility for people"
"R_A58JTOn3LYcLykp",5,1,"paying more money to businesses"
"R_A58JTOn3LYcLykp",5,2,"shutting jobs meant no money for lower class"
"R_1fkYLBxCM2zw36i",3,1,"I think location and housing had alot to do with it"
"R_1fkYLBxCM2zw36i",3,2,"I do think lower paid workers more likely to have to go to work ratger rhan work from home therefore more likely to catch covid"
"R_3FOnCoPWuP1gK2O",4,1,"because they awarded contracts unfairly"
"R_3FOnCoPWuP1gK2O",4,2,"because they fail to understand how poor people are affected"
"R_qIp2c3BmM8FAmIh",4,1,"Failure to recognise the problom and distribute wealth and help accordingly"
"R_qIp2c3BmM8FAmIh",4,2,"Profitteering by companies and individuals cashing in was tolerated and sometimes facilitated"
"R_3k1ylzy86twUeLa",2,1,"The government were helpful with furlough"
"R_3k1ylzy86twUeLa",2,2,"Some people do not want to help themselves"
"R_2RaByEnkykNIOo8",4,1,"Contracts were given to MP's friends"
"R_2RaByEnkykNIOo8",4,2,"MP's were only looking after themselves"
"R_27ss5YfYh7feJ2M",3,1,"Lower income groups have a worse diet and are prone to illness"
"R_27ss5YfYh7feJ2M",3,2,"The government tried to help by furlough schemes"
"R_AG94VAueXkBAFTr",4,1,"Lower income groups suffered job losses"
"R_AG94VAueXkBAFTr",4,2,"Higher income people were able to avoid going into work"
"R_DTQg0tF0T95IbEl",5,1,"Tory government with interests in companies connected to pandemic"
"R_DTQg0tF0T95IbEl",5,2,"Government completely uot of touch with the poor"
"R_2xJGGwZJKIPiMiZ",4,1,"More of them lost their work during the pandemic"
"R_2xJGGwZJKIPiMiZ",4,2,"The government was not fair when issuing contracts for track and trace."
"R_1dnwXYUPJj6IMMs",4,1,"Poor handling of economy"
"R_1dnwXYUPJj6IMMs",4,2,"Brexit"
"R_20SF10Hy9upy0KQ",2,1,"People should be held partial responsible for their own actions"
"R_20SF10Hy9upy0KQ",2,2,"The pandemic situation had never happened before in modern times.  Everyone was learning"
"R_W6BBkJ5SsnbBE9b",4,1,"Benefits should have been increased inline with inflation"
"R_W6BBkJ5SsnbBE9b",4,2,"Excess profits made by businesses should have been heavily taxed and the procedes should have gone directly to the NHS"
"R_1nZqWhxg0ZwRjG7",5,1,"Loans were made to businesses and individuals who did not qualify as they made too much (rich)"
"R_1nZqWhxg0ZwRjG7",5,2,"Businesses and individuals have yet to be held accountable for the money received and made to pay the money back."
"R_vIuSbQHOOeI2X8R",2,1,"The Government quickly tried to protect the nation equally with stay-at-home rules which affected workers and the unemployed.  Unemployed still received their benefits as before the pandemic."
"R_vIuSbQHOOeI2X8R",2,2,"Some job losses were inevitable when workers simply couldn't do their jobs so it would be unfair to blame the government."
"R_6ritTZ0rWkCarLz",4,1,"-99"
"R_6ritTZ0rWkCarLz",4,2,"-99"
"R_2zBJgq3XqesosGW",4,1,"No compensation for job losses"
"R_2zBJgq3XqesosGW",4,2,"Not enough support to help when inflation started to rise"
"R_ZsE75imPRv2CvSx",2,1,"I feel we hold the state responsible to too many social issues which people should be responsible for themselves"
"R_ZsE75imPRv2CvSx",2,2,"The Government is not the magic solution people seem to think it is."
"R_3r233dtjAZMY1zB",5,1,"0% loans given to large businesses which wasnt necessary"
"R_3r233dtjAZMY1zB",5,2,"Not enough support for those with low wages and no savings"
"R_1iqfWIVhl4qIHWo",5,1,"it favours business profits rather than social justice."
"R_1iqfWIVhl4qIHWo",5,2,"too many government ministers profit from corrupt business practice"
"R_ZEl7SqNnJiZ2c4p",2,1,"The government can not be blamed for the spread of the infection."
"R_ZEl7SqNnJiZ2c4p",2,2,"With every situation in life there will always be some people who suffer more than others."
"R_2UbdP9kaGddYfey",2,1,"The government were trying to help but could not stop all the businesses failing"
"R_2UbdP9kaGddYfey",2,2,"With the furlough payments they managed to help the ones who could not work from home"
"R_2dHiZDmZTaDnvEy",4,1,"Rich people got richer"
"R_2dHiZDmZTaDnvEy",4,2,"Insane costs given for PPE could have helped the needy"
"R_9MtPBrdged8rV0l",4,1,"Shop workers and care workers on minimum wages had to work and be exposed- also forgotten"
"R_9MtPBrdged8rV0l",4,2,"Bus drivers, taxis and similar services worked on fairly low wages and in close proximity to people- only think about hospital staff and they didn’t offer a proper service"
"R_3lPjj2LspC2uXkC",4,1,"Most low wage jobs were affected  ie food industry and hospitality"
"R_3lPjj2LspC2uXkC",4,2,"A lot of small business had to close and never reopened"
"R_RLJuca2DDljvFsZ",4,1,"money paid to companies for PPE"
"R_RLJuca2DDljvFsZ",4,2,"no action on offshore tax"
"R_1j8uvzjPPQvopsQ",3,1,"They made a range of policy decisions, some good, some bad."
"R_1j8uvzjPPQvopsQ",3,2,"They awarded contracts unfairly based on the old boy's network"
"R_emuPJn8juSaEwP7",3,1,"Nil"
"R_emuPJn8juSaEwP7",3,2,"Nil"
"R_3oMag6Mxyov86pD",5,1,"They did not act quickly enough to bring on lockdowns, causing excessive deaths"
"R_3oMag6Mxyov86pD",5,2,"They fast-tracked money for their mates on useless PPE which they spent on yachts"
"R_2OTKY1FPD0CaPFk",2,1,"standards too low"
"R_2OTKY1FPD0CaPFk",2,2,"Self protection"
"R_2xCZfRbISvcmG0W",2,1,"not the governments fault"
"R_2xCZfRbISvcmG0W",2,2,"industry saw it as a reason to make profits higher"
"R_3IT2IyegTaYx3LC",4,1,"a complete lockdown caused many to lose business and for others their whole livelihood"
"R_3IT2IyegTaYx3LC",4,2,"For the poorest some went on to be evicted, whilst others lost their homes"
"R_2VQNffI4Kjs2QDK",3,1,"The pandemic , no ones fault really , the costs, of business hiking  prices, should have been capped"
"R_2VQNffI4Kjs2QDK",3,2,"small business, got hurt, no one was seeking, needed leisure time activity, government kept most afloat but still they struggle, Boris, Hancock, they just wanted us locked away, as they continued 'living'"
"R_2aesxKrDjOqmZU5",4,1,"privileged rich appeared to escape punishment for breaches"
"R_2aesxKrDjOqmZU5",4,2,"poorer people couldn't easily afford home delivery costs"
"R_d7r7f47ve5g54dj",4,1,"Financial support was not provided for lots if self employed"
"R_d7r7f47ve5g54dj",4,2,"Support for business was not rigorously checked for fraud"
"R_3psxhxlrRqhaCVl",4,1,"Totally inadequate pandemic planning"
"R_3psxhxlrRqhaCVl",4,2,"Incompetent government unable or unwilling to provide the right amount of support to disadvantaged groups in society"
"R_1cYbe0mitOBivU0",2,1,"The government didn't instigate the pandemic"
"R_1cYbe0mitOBivU0",2,2,"The government tried to save lives by bringing in lockdowns but not everyone followed the rules."
"R_doLFolduY0h79Dj",2,1,"It was not the governments making of covid that caused inequality"
"R_doLFolduY0h79Dj",2,2,"Big businesses were greedy not government"
"R_9WQlikQhQbsj9S1",5,1,"They forced myself and my customers to close affecting my business"
"R_9WQlikQhQbsj9S1",5,2,"The government did not pay me one penny to compensate as I was sole trader self employed"
"R_2amdQhkdCqjbSGf",4,1,"People who lost their jobs were given furlough payments, which did not compensate for their entire loss of pay"
"R_2amdQhkdCqjbSGf",4,2,"Some better paying jobs enabled employees to work from home, so they were able to maintain their income"
"R_2TYMYDR933vSBnP",5,1,"The government should have taken control"
"R_2TYMYDR933vSBnP",5,2,"Members of the government were looking to profit and helping their family members profit from the pandemic"
"R_2bTNOCo9gannILt",1,1,"Was an unknown pandemic"
"R_2bTNOCo9gannILt",1,2,"effected the whole world"
"R_yUxVKSa7DvMIgtX",5,1,"No one should ever profit from a pandemic and the government did"
"R_yUxVKSa7DvMIgtX",5,2,"If profits are made by the government they should have been shared with the disadvantaged in society"
"R_2Sf2bx7LftOpGPs",5,1,"working from home middle class saved money"
"R_2Sf2bx7LftOpGPs",5,2,"not everyone received government support"
"R_2YqRpGBq2ywUW1u",5,1,"they created opportunities for big business to profit under the name of coronovirus"
"R_2YqRpGBq2ywUW1u",5,2,"They financially helped businesses that had no need of help whilst the poor where penalised in one way or another"
"R_1gGtW2rKfZlDk8a",3,1,"I thought the various actions of the govt reduced the burden on lower income groups"
"R_1gGtW2rKfZlDk8a",3,2,"Many people took advantage of the relief given"
"R_1rdyNrdPFTTtbv8",4,1,"Not addreesing tax issues"
"R_1rdyNrdPFTTtbv8",4,2,"Not targetting help to poorer areas of the UK"
"R_XTwgcG7NhVbrI1r",4,1,"Some industries received significant subsidies."
"R_XTwgcG7NhVbrI1r",4,2,"Murky distribution of pandemic subsidies."
"R_1IH1iCDQHAYP0vb",4,1,"Links to business interests (supply chain) rising costs"
"R_1IH1iCDQHAYP0vb",4,2,"Lack of support to those who weren't supported by their employer."
"R_1lgI1k67NfxlGDM",5,1,"The extended lockdown periods probably affected the poorer in society greatly, and whilst some support was given via the furlough scheme, not all were eligible to receive this."
"R_1lgI1k67NfxlGDM",5,2,"The appalling way in which elderly people in hospitals and care homes were treated, being denied safe care and protection from the virus.  They were 'cleared out' of hospitals and 'dumped' into care homes without Covid testing and proper risk assessment, with the result that spread of the virus into care home populations and high death rates occurred.  That such a vulnerable population could be treated with such inhumane disregard is terrible and a great stain on the integrity of the government."
"R_1FhTBJtTrPR18GT",1,1,"The government did not cause the pandemic"
"R_1FhTBJtTrPR18GT",1,2,"The government was placed in an impossible position and with little reaction time did a huge amount to assist as fairly as possible the majority"
"R_31sbGXLDJuPKhMw",2,1,"Some people work harder to save for that rainy day"
"R_31sbGXLDJuPKhMw",2,2,"Lower income households got extra benefit payouts during covid, it was the boarderline people who suffered most"
"R_3qWHRQ1r5QiSVvG",3,1,"As I said the figures are very hard to believe."
"R_3qWHRQ1r5QiSVvG",3,2,"If they are true then the Government bears some responsibility. Although it's more of a general responsibility, to all groups of society, as they laid waste to our society over a bad cold, with a truly insane set of measures."
"R_qxsYlJFHo3vZuAF",4,1,"Because a lot of manual jobs and service industry jobs could not continue during covid."
"R_qxsYlJFHo3vZuAF",4,2,"Because those on lower income were likely to be working in an ad hoc manner and were not protected by large businesses and industry."
"R_2ScofCyuU80CCnR",3,1,"I suspect that there was corruption in the awarding of contracts during covid"
"R_2ScofCyuU80CCnR",3,2,"I think that the government did what it could to support people with the furlough scheme, though the way it was implemented left a lot to be desired."
"R_1QfRMT9d89fPWxd",3,1,"We were in an unknown situation - with a priority to protect lives it is hard to see how the government could control job losses without increasing the loss of life"
"R_1QfRMT9d89fPWxd",3,2,"People need to take more personal responsibility - the government can't be responsible for everything"
"R_OCou13V3jP1LNpT",3,1,"It was bound to happen"
"R_OCou13V3jP1LNpT",3,2,"Nothing would have prevented this sitution"
"R_Uyz2AqdS59Ucmop",4,1,"I believe that some of the better off played the system."
"R_Uyz2AqdS59Ucmop",4,2,"Ultimately the government was in control of everything."
"R_1hL0xnqK4K8nThs",3,1,"no-one was prepared for the pandemic."
"R_1hL0xnqK4K8nThs",3,2,"Some decisions were made on the hoof and were, in retrospect unfair and unexessary."
"R_1FzcdRE5gtWaqKw",5,1,"They looked after their own and gave little thought to people further down the 'food' chain"
"R_1FzcdRE5gtWaqKw",5,2,"This governments policies over the last 13 years contributed to us being totally unprepared for the pandemic, this disproportionately affected the less well off."
"R_3s6Q2arVNAK08jr",4,1,"Gvt imposed unfair and unnecessary restrictions on movement."
"R_3s6Q2arVNAK08jr",4,2,"stictions on hospitality and retail trade were unfair and inconsistent."
"R_OfGs0g5l6uHHj6F",4,1,"they supported their 'mates' with supplying PPE at a very high cost"
"R_OfGs0g5l6uHHj6F",4,2,"they took too long to support the most vulnerable people"
"R_2fiy6soQhHy0cKB",5,1,"Policies prior to the pandemic already disadvantaged the poor."
"R_2fiy6soQhHy0cKB",5,2,"Government procurement during the pandemic gave money to government ""friends""."
"R_3fcJKqgORrpuKDX",4,1,"Government protected the workforce with furlow"
"R_3fcJKqgORrpuKDX",4,2,"The older generation were immediately cut off from society"
"R_3panTv18cOrLzOY",2,1,"Government had to take action at short notice"
"R_3panTv18cOrLzOY",2,2,"The pandemic amplified existing inequalities"
"R_1LGtCE1Ta6OaSnN",5,1,"conservative right wing government policy tends to favour the rich in general"
"R_1LGtCE1Ta6OaSnN",5,2,"the system itself is structured for profit making and accumilation  and concentration of wealth in the hands of a few."
"R_tS2iPf8MhK5wcDf",2,1,"Their primary focus was the saving if life"
"R_tS2iPf8MhK5wcDf",2,2,"Private companies have taken advantage and profiteered - not the government"
"R_1jTj2VhpNaZBZTZ",2,1,"The government supported people during the pandemic, with additional benefits and financial support."
"R_1jTj2VhpNaZBZTZ",2,2,"Businesses paid staff fairly during the pandemic with furlough money. Business closure happens all the time irrespective of a pandemic, so job losses cannot be based on this alone."
"R_2cnM82qhqAnJMOu",2,1,"covid was unprecedented and was not the governments fault"
"R_2cnM82qhqAnJMOu",2,2,"the government did its best to help out lower paid people"
"R_DAA2wyefVDdjO6J",5,1,"by not helping small businesses as much as they shoul"
"R_DAA2wyefVDdjO6J",5,2,"by squandering money and being corrupt by giving contracts to family and friends"
"R_3pffq6vsHo1fC0m",4,1,"The furlough system seemed to benefit better paid people"
"R_3pffq6vsHo1fC0m",4,2,"Small businesses struggled more and had to close down."
"R_27eaDMsa6mBuKqQ",3,1,"The government set the lockdown rules"
"R_27eaDMsa6mBuKqQ",3,2,"there were opportunities for people to make money by alternative work"
"R_2Qmtk8ljXqdcbQs",2,1,"I don't think everything is the governments fault"
"R_2Qmtk8ljXqdcbQs",2,2,"Inequality is beyond government competence to fix"
"R_2VOLzY24gDKT3PK",5,1,"Not enough investment in the NHS"
"R_2VOLzY24gDKT3PK",5,2,"Not enough financial support to those on welfare benefits"
"R_24HJoW1JEACu8FR",4,1,"government should have intervened more"
"R_24HJoW1JEACu8FR",4,2,"government also cashed in"
"R_3ssvrggpUrMIXsT",1,1,"Corruption in government"
"R_3ssvrggpUrMIXsT",1,2,"Cynical and exploitative employers"
"R_1Qg3pSTtcFXanru",4,1,"Generally people in lower paid jobs had to continue to work through the pandemic and we're not put on furlough, the Government should have given more thought to the impact on their health and their economic state"
"R_1Qg3pSTtcFXanru",4,2,"They were often less healthy before the pandemic because of poor housing, poor diet, etc caused by lack of funds."
"R_2tihHfrQMZ82E0G",4,1,"People in low paid jobs have ended up on furlough"
"R_2tihHfrQMZ82E0G",4,2,"People in low paid jobs like bar workers lost their jobs"
"R_3lPJCwBzOolIDD8",5,1,"No effective monitoring"
"R_3lPJCwBzOolIDD8",5,2,"Self-interests of Government"
"R_3CIY3AZ4bn0eYpR",5,1,"They profiteered for themselves and their cronies"
"R_3CIY3AZ4bn0eYpR",5,2,"They think the law does not apply to them"
"R_2V7sJWzrOzQAH99",5,1,"Government badly handled the pandemic overall."
"R_2V7sJWzrOzQAH99",5,2,"I think they could have compensated zero hours contract workers like me who couldn't do our session work for two years and who weren't entitled to any compensation."
"R_217EqcPeFrEKGEN",4,1,"Because they took of the caps"
"R_217EqcPeFrEKGEN",4,2,"because they don't think about the working class."
"R_1KjAYpWCq3aPlvV",5,1,"Tories protect their rich friends and donors"
"R_1KjAYpWCq3aPlvV",5,2,"Tories could have helped those in need and not themselves"
"R_2fDw7ra15fYZgxg",2,1,"The government helped with utilities"
"R_2fDw7ra15fYZgxg",2,2,"People on benefits got a lot more monetary help"
"R_24GUTbGhr01NgmS",3,1,"-99"
"R_24GUTbGhr01NgmS",3,2,"-99"
"R_3iXqbGgQuE1a2h3",1,1,"The government did what it had to do to protect citizens from the pandemic. There will always be a price to pay for such emergency situations."
"R_3iXqbGgQuE1a2h3",1,2,"The pandemic was not the governments' fault. We are always looking to blame someone!"
"R_3m81bCiuxzyuNtQ",3,1,"I can't see any evidence of this happening"
"R_3m81bCiuxzyuNtQ",3,2,"apart from one or two possible corrupt cases, nothing was reported in the media"
"R_3Gd20rEtnx0fqj1",4,1,"POOR PEOPLE HAD TO GO ON WORKING IN F2F AREAS"
"R_3Gd20rEtnx0fqj1",4,2,"POOR PEOPLE HAD FEWER SAVINGS TO DEAL WITH COST OF LIVING CRISIS AFTER"
"R_2zkkhMV78oMDamV",2,1,"I dont know which companies made excess profis so jdont know the answer."
"R_2zkkhMV78oMDamV",2,2,"The pandemic was not of the companies' making.companies need to make profits."
"R_T6otizr2o1EHSYp",4,1,"Historical imbalances in infrastructure funding."
"R_T6otizr2o1EHSYp",4,2,"Older working class people are bearing the brunt of working in less regulated industries."
"R_uqQ21gOnTHqpqyB",5,1,"No pandemic planning"
"R_uqQ21gOnTHqpqyB",5,2,"Allowed corrupt awarding of lucrative contracts"
"R_2DNyQCTVdzQkJe6",1,1,"The government did not start the pandemic"
"R_2DNyQCTVdzQkJe6",1,2,"We needed a lock down to slow the death rate."
"R_1ISMXD7ccBH1Qdw",5,1,"The level of support"
"R_1ISMXD7ccBH1Qdw",5,2,"The cut off points for the self employed like me."
"R_Wrm56fbVpdTkp8Z",3,1,"The government gave additional funds to individuals to support them through the pandemic"
"R_Wrm56fbVpdTkp8Z",3,2,"The government was very generous to business owners by providing loans"
"R_8GrEsUoQHAIXVLj",5,1,"They were making profit from the pandemic"
"R_8GrEsUoQHAIXVLj",5,2,"They were probably making more money than anyone else"
"R_2CE6ujxYq1ef8Xe",5,1,"taxation remained as it was"
"R_2CE6ujxYq1ef8Xe",5,2,"govt ""friends"" made a profit from ppe contracts"
"R_2al8KMAQPzQdbeB",1,1,"I don't agree that it is unequal"
"R_2al8KMAQPzQdbeB",1,2,"As above"
"R_2c7cz44cEc3uH9G",4,1,"Many lower-income workers could not work from home and were more likely to catch the virus doing their job."
"R_2c7cz44cEc3uH9G",4,2,"People living in poorer areas can have difficulty accessing decent healthcare compared to people in more middle class areas."
"R_1Oq7Zv0CgOXQsO5",4,1,"Misinfirmation of the pandemic"
"R_1Oq7Zv0CgOXQsO5",4,2,"Mismanagement"
"R_12rojgXVCjVgduo",4,1,"They shouldn't allow basic food prices to rise"
"R_12rojgXVCjVgduo",4,2,"Lower income people couldn't get access to neccesities"
"R_QmDrvhbn2eLUnrH",3,1,"The young will suffer more in the future"
"R_QmDrvhbn2eLUnrH",3,2,"Profiteering"
"R_2e4E8gA8tmP3Sd4",2,1,"Can’t hold government responsible for who pandemic affects"
"R_2e4E8gA8tmP3Sd4",2,2,"People need to take responsibility for themselves"
"R_ApazVz3UPleIoal",5,1,"Bad planning and policies"
"R_ApazVz3UPleIoal",5,2,"Failure to understand the difficulties of ordinary citizens, acting in a bubble of Westminster. Total disregard for destruction of economy."
